72,1
93,3
131,0
134,7
136,8
165,9
169,9
170,5
192,1
208,7
248,6
277,3
289,1
296,4
337,3
339,6
343,3
350,7
357,3
396,0
421,6
423,0
437,3
440,5
444,8
477,0
527,1
535,8
537,8
547,6
568,5
573,1
594,2
614,5
640,1
657,2
685,3
687,5
698,7
700,7
702,3
711,2
715,1
716,5
722,1
726,6
731,9
757,8
769,5
779,2
784,7
789,2
801,3
817,3
835,3
844,7
859,7
869,3
872,3
894,6
900,6
904,8
912,5
918,8
926,1
938,6
948,3
962,4
967,7
998,1
1008,1
1017,5
1029,7
1059,7
1080,3
1086,3
1097,6
1107,1
1147,6
1170,1
1213,7
1218,5
1255,0
1257,8
1267,3
1272,8
1282,3
1286,8
1289,5
1310,9
1329,7
1358,2
1367,4
1387,5
1399,4
1414,0
1419,5
1445,5
1447,7
1453,1
1457,3
1473,4
1508,5
1539,5
1556,5
1601,8
1604,5
1626,5
1646,1
1660,1
1686,7
1692,0
1708,0
1768,8
1773,3
1784,7
1786,3
1797,3
1853,5
1860,1
1881,2
1903,6
1933,9
1953,6
1971,0
1986,2
1991,7
1994,0
1996,2
2002,9
2006,7
2026,2
2028,0
2039,0
2063,6
2098,3
2109,6
2128,3
2136,6
2156,9
2164,7
2166,2
2245,4
2252,6
2257,9
2272,3
2289,3
2292,9
2309,3
2321,4
2332,7
2352,3
2388,2
2393,1
2400,1
2416,5
2451,5
2457,5
2460,4
2463,3
2479,3
2490,6
2526,5
2530,7
2544,1
2562,7
2569,6
2571,1
2573,2
2589,0
2595,3
2633,7
2656,2
2663,1
2668,3
2699,5
2706,2
2742,5
2747,1
2756,7
2758,2
2767,0
2771,2
2791,0
2798,9
2807,3
2811,0
2856,3
2859,0
2869,0
2875,1
2889,5
2933,3
2956,0
3001,5
3008,6
3029,1
3052,3
3056,0
3062,4
3080,6
3095,6
3100,5
3104,0
3109,6
3116,6
3134,7
3138,3
3140,3
3149,3
3157,5
3162,8
3270,1
3274,1
3281,3
3312,3
3324,3
3337,7
3340,8
3411,6
3413,6
3432,5
3499,1
3519,5
3545,7
3565,5
3593,9
3613,9
3623,3
3691,0
3718,9
3730,2
3740,8
3750,0
3754,8
3762,3
3774,5
3782,4
3789,9
3815,5
3862,9
3866,9
3874,7
3878,7
3883,0
3888,3
3916,6
3919,0
3928,3
3938,4
3940,8
3943,0
3957,3
3978,9
3996,4
4000,3
4010,5
4014,2
4022,6
4030,3
4039,2
4062,5
4094,2
4103,9
4119,2
4139,2
4150,2
4206,4
4207,9
4214,8
4219,8
4224,9
4227,5
4230,0
4242,5
4246,9
4251,5
4261,0
4265,7
4267,2
4291,0
4294,5
4353,9
4366,3
4377,3
4394,4
4409,1
4416,1
4428,2
4435,8
4438,7
4453,7
4472,1
4482,1
4490,0
4492,7
4499,6
4505,1
4513,1
4530,4
4550,9
4554,7
4579,8
4582,7
4622,2
4642,9
4659,4
4674,7
4679,4
4710,5
4721,7
4739,7
4763,4
4802,1
4811,9
4824,4
4834,1
4835,5
4841,1
4844,7
4855,6
4864,7
4871,8
4894,1
4937,5
4944,1
4957,5
4959,1
4962,5
4976,2
5005,5
5011,5
5029,0
5030,3
5046,3
5054,1
5061,3
5066,6
5080,0
5093,5
5107,2
5117,9
5121,8
5128,0
5132,2
5134,7
5141,0
5142,1
5149,0
5160,1
5165,2
5168,4
5178,9
5198,1
5206,7
5212,9
5244,3
5252,7
5259,5
5266,8
5282,1
5284,1
5320,8
5334,2
5336,1
5344,2
5363,0
5364,9
5366,9
5378,0
5384,7
5396,2
5401,4
5406,0
5418,5
5425,1
5434,2
5442,9
5482,9
5487,5
5505,2
5517,9
5551,8
5558,2
5561,5
5564,7
5592,8
5594,3
5599,9
5610,0
5619,3
5621,5
5635,9
5639,6
5643,5
5650,4
5659,1
5674,3
5682,0
5724,1
5726,5
5729,1
5744,5
5749,0
5753,7
5769,2
5776,2
5784,0
5788,5
5805,2
5810,1
5816,5
5818,2
5822,3
5859,5
5865,2
5871,2
5896,7
5901,2
5919,6
5932,5
5938,3
5952,2
5966,7
5975,2
5985,4
5993,1
6000,6
6005,1
6034,1
6041,1
6053,5
6073,0
6094,1
6123,9
6164,5
6172,9
6230,6
6263,7
6273,2
6277,6
6296,4
6305,4
6310,7
6318,7
6321,5
6333,0
6338,5
6355,2
6358,2
6364,2
6372,8
6384,0
6386,2
6390,3
6406,5
6411,1
6416,6
6436,1
6464,5
6472,0
6485,2
6505,0
6512,3
6522,2
6526,2
6545,9
6551,0
6568,7
6587,6
6592,3
6599,9
6616,2
6626,2
6628,2
6643,2
6647,0
6664,9
6674,3
6680,3
6713,6
6715,2
6718,6
6721,8
6723,7
6726,5
6734,8
6752,1
6755,4
6759,1
6770,3
6781,2
6788,6
6811,2
6817,9
6821,5
6835,2
6856,6
6861,7
6871,6
6888,7
6914,0
6933,5
6947,5
6955,0
6959,3
6965,9
6980,2
6995,3
6999,3
7003,3
7005,3
7008,0
7022,9
7030,1
7051,1
7060,0
7070,2
7108,1
7116,1
7124,9
7128,8
7141,2
7149,9
7165,9
7185,5
7187,5
7192,0
7199,5
7204,2
7220,5
7225,0
7249,4
7254,5
7261,2
7268,6
7272,1
7275,1
7302,1
7321,4
7328,6
7342,1
7344,9
7357,8
7360,1
7385,5
7401,7
7405,7
7415,5
7456,1
7473,5
7501,0
7503,8
7508,3
7536,1
7550,8
7576,4
7587,5
7595,1
7609,4
7623,9
7626,2
7630,7
7645,1
7649,9
7652,5
7678,8
7688,8
7750,4
7755,6
7758,9
7779,8
7788,6
7822,8
7825,5
7839,5
7861,3
7866,1
7880,9
7889,9
7919,7
7929,8
7934,2
7937,0
7948,3
7952,5
7964,7
7975,6
7989,2
8006,1
8008,6
8020,0
8028,5
8034,0
8052,3
8058,2
8070,5
8100,3
8118,0
8144,7
8157,7
8163,2
8167,2
8170,0
8209,3
8217,3
8222,1
8227,4
8244,9
8270,8
8276,8
8287,5
8302,0
8311,1
8321,3
8335,3
8358,4
8360,5
8365,6
8383,4
8399,3
8418,8
8428,9
8453,2
8458,0
8462,3
8467,2
8473,8
8506,6
8519,0
8526,0
8535,4
8574,5
8582,4
8590,0
8596,8
8635,5
8647,7
8678,0
8685,3
8689,8
8696,3
8711,6
8729,3
8742,8
8756,3
8762,0
8790,7
8793,0
8803,9
8812,8
8817,0
8824,9
8833,7
8835,5
8842,4
8874,4
8897,4
8904,2
8923,1
8927,6
8950,2
8958,5
8966,5
8972,6
8985,3
8989,8
9001,3
9015,7
9025,2
9049,9
9052,6
9055,2
9062,7
9083,1
9132,6
9136,0
9175,0
9177,8
9186,8
9189,2
9212,3
9220,2
9233,8
9241,1
9248,8
9274,5
9283,0
9303,0
9321,6
9329,0
9344,8
9359,6
9368,3
9386,2
9407,9
9417,8
9421,6
9436,7
9450,2
9453,5
9461,6
9469,2
9481,3
9555,3
9574,1
9590,3
9597,5
9626,7
9681,2
9690,1
9705,8
9751,5
9757,0
9762,5
9768,4
9790,1
9797,4
9802,3
9805,1
9829,3
9833,5
9838,5
9849,1
9853,2
9856,0
9881,2
9891,4
9897,9
9916,4
9931,5
9954,8
9964,6
9973,1
9980,2
9986,4
10007,8
10014,3
10021,9
10041,6
10061,7
10069,3
10075,2
10117,4
10122,9
10130,2
10134,7
10144,0
10147,8
10162,0
10168,9
10178,8
10186,5
10190,2
10194,2
10209,7
10212,0
10222,6
10225,8
10235,2
10244,4
10330,6
10345,1
10360,5
10380,6
10382,6
10384,6
10393,5
10399,5
10411,3
10417,2
10437,3
10440,8
10445,1
10451,5
10487,0
10498,1
10504,8
10507,8
10516,3
10529,5
10537,8
10578,0
10597,0
10610,7
10618,3
10663,9
10693,2
10696,5
10709,7
10713,3
10718,0
10721,9
10729,2
10739,5
10740,1
10841,2
10867,5
10897,4
10900,4
10902,7
10929,4
10933,9
10948,0
10964,5
10970,1
10973,4
10979,3
10986,4
10988,5
10995,6
11012,5
11015,4
11023,0
11028,8
11042,6
11044,6
11054,2
11055,6
11069,3
11082,7
11101,2
11113,7
11121,5
11126,1
11132,3
11143,4
11153,3
11160,0
11190,3
11200,9
11203,4
11219,9
11223,4
11228,4
11243,8
11278,8
11282,5
11295,1
11299,8
11311,7
11314,6
11324,6
11326,6
11329,7
11343,0
11366,6
11369,6
11376,2
11384,3
11406,8
11423,6
11430,4
11488,1
11520,9
11529,5
11534,2
11541,4
11543,6
11601,1
11636,3
11667,8
11686,0
11698,6
11701,1
11706,4
11711,3
11758,4
11770,2
11785,3
11807,0
11829,1
11830,6
11856,3
11867,4
11877,7
11881,9
11885,2
11888,2
11901,4
11908,3
11947,3
11957,7
11964,7
11997,3
12021,0
12030,9
12059,6
12072,2
12129,6
12132,5
12139,9
12159,9
12180,3
12204,8
12232,5
12239,0
12300,6
12315,2
12317,1
12329,1
12332,8
12334,0
12338,9
12342,0
12368,1
12373,3
12377,3
12405,2
12429,1
12432,3
12448,2
12461,8
12479,3
12483,3
12492,5
12509,3
12513,3
12520,8
12531,3
12555,5
12557,3
12575,8
12585,3
12604,8
12612,3
12649,1
12661,3
12667,7
12684,5
12702,0
12708,7
12711,4
12724,3
12742,4
12781,7
12784,9
12792,3
12813,8
12833,9
12838,3
12850,7
12867,5
12870,9
12877,7
12895,7
12914,7
12917,3
12930,5
12932,1
12948,7
12952,4
12962,5
12981,5
12987,6
12995,5
13008,3
13018,3
13020,8
13045,3
13066,0
13107,8
13125,8
13150,0
13170,8
13223,0
13248,0
13253,1
13265,1
13289,0
13306,1
13316,1
13321,3
13323,7
13330,8
13345,5
13375,5
13428,3
13435,7
13438,7
13458,1
13506,6
13513,7
13517,0
13519,6
13529,1
13531,5
13567,3
13570,0
13577,4
13631,3
13636,6
13649,3
13650,1
13669,1
13709,8
13714,1
13725,5
13730,1
13736,8
13768,1
13785,5
13821,4
13839,7
13859,6
13867,3
13888,8
13900,0
13907,6
13914,0
13918,0
13930,8
13938,4
13946,6
13954,3
13955,6
13961,6
13965,6
13992,8
13994,3
14031,3
14040,5
14042,5
14065,2
14066,0
14090,3
14105,3
14118,8
14122,8
14125,6
14129,0
14177,4
14181,6
14191,0
14201,9
14203,9
14210,2
14213,7
14243,4
14245,3
14252,5
14270,8
14271,5
14280,1
14287,2
14297,3
14299,4
14320,4
14321,3
14325,9
14353,0
14371,2
14389,3
14402,7
14460,2
14469,7
14475,3
14479,3
14488,0
14494,5
14504,7
14506,3
14524,3
14530,6
14556,0
14582,5
14614,5
14628,0
14641,0
14645,6
14676,5
14694,4
14700,7
14711,2
14715,0
14721,2
14727,5
14739,2
14779,5
14786,7
14804,4
14817,3
14864,2
14870,0
14876,5
14916,9
14918,6
14922,6
14954,6
14961,9
14970,1
14973,0
15027,6
15031,9
15044,4
15047,4
15063,8
15070,5
15084,7
15128,3
15133,3
15142,3
15159,3
15164,6
15174,5
15179,9
15221,3
15230,2
15237,4
15239,9
15249,8
15265,6
15275,8
15287,9
15292,4
15304,9
15318,8
15330,3
15352,1
15362,5
15368,0
15370,0
15373,1
15385,8
15406,0
15411,3
15454,6
15463,2
15477,6
15486,2
15505,3
15509,0
15525,3
15537,0
15555,9
15557,9
15582,5
15620,3
15648,3
15673,4
15678,4
15684,4
15695,9
15735,0
15741,5
15749,9
15752,5
15759,6
15771,3
15779,5
15794,2
15833,3
15836,3
15848,4
15853,3
15858,7
15877,4
15887,4
15904,3
15912,0
15918,8
15927,1
15931,4
15942,1
15950,2
15953,7
15986,9
16005,4
16014,8
16040,9
16075,0
16103,8
16107,3
16113,9
16129,0
16159,5
16168,2
16196,3
16202,8
16206,3
16227,8
16233,0
16241,7
16267,8
16272,5
16276,5
16292,5
16298,5
16304,5
16314,1
16336,0
16369,0
16390,8
16393,9
16396,7
16406,3
16417,9
16425,3
16441,1
16445,5
16448,3
16450,4
16463,7
16465,6
16467,7
16485,5
16497,7
16504,9
16525,7
16553,9
